,match_place,la,lo
duijtsen,Dutsen,52.270303,8.863339
duijtsch,Dutsen,52.270303,8.863339
duijtse,Dutsen,52.270303,8.863339
duijtzen,Dutsen,52.270303,8.863339
duitse,Dutsen,52.270303,8.863339
duijts,Dutsen,52.270303,8.863339
duits,Dutsen,52.270303,8.863339
duytse,Dutsen,52.270303,8.863339
duyts,Dutsen,52.270303,8.863339
delft,Delft,51.974011586315775,4.383862417419751
delfts,Delft,51.974011586315775,4.383862417419751
delfft,Delft,51.974011586315775,4.383862417419751
deleft,Delft,51.974011586315775,4.383862417419751
delf,Delft,51.974011586315775,4.383862417419751
delfs,Delft,51.974011586315775,4.383862417419751
delfse,Delft,51.974011586315775,4.383862417419751
delff,Delft,51.974011586315775,4.383862417419751
doornicke,Doorn,52.063586146001185,5.398726176567469
dooronicke,Doorn,52.063586146001185,5.398726176567469
doornijcke,Doorn,52.063586146001185,5.398726176567469
doornicken,Doorn,52.063586146001185,5.398726176567469
doorinicke,Doorn,52.063586146001185,5.398726176567469
dornicke,Doorn,52.063586146001185,5.398726176567469
doornick,Doorn,52.063586146001185,5.398726176567469
doorniijcke,Doorn,52.063586146001185,5.398726176567469
dornijcke,Doorn,52.063586146001185,5.398726176567469
doorninck,Doorn,52.063586146001185,5.398726176567469
doorniken,Doorn,52.063586146001185,5.398726176567469
doornijck,Doorn,52.063586146001185,5.398726176567469
dornick,Doorn,52.063586146001185,5.398726176567469
doornik,Doorn,52.063586146001185,5.398726176567469
dornickers,Doorn,52.063586146001185,5.398726176567469
doernick,Doorn,52.063586146001185,5.398726176567469
dorinck,Doorn,52.063586146001185,5.398726176567469
doorneken,Doorn,52.063586146001185,5.398726176567469
doornelen,Doorn,52.063586146001185,5.398726176567469
dornik,Doorn,52.063586146001185,5.398726176567469
dorniek,Doorn,52.063586146001185,5.398726176567469
italien,Italië,42.6384261,12.674297
itallien,Italië,42.6384261,12.674297
italijen,Italië,42.6384261,12.674297
italiaen,Italië,42.6384261,12.674297
italie,Italië,42.6384261,12.674297
italianen,Italië,42.6384261,12.674297
italiaens,Italië,42.6384261,12.674297
italiaenen,Italië,42.6384261,12.674297
italiaanen,Italië,42.6384261,12.674297
ialiaens,Italië,42.6384261,12.674297
ytaliaenen,Italië,42.6384261,12.674297
italiaanse,Italië,42.6384261,12.674297
italianse,Italië,42.6384261,12.674297
italiaansche,Italië,42.6384261,12.674297
italiaensche,Italië,42.6384261,12.674297
italiaenscher,Italië,42.6384261,12.674297
italiaenschen,Italië,42.6384261,12.674297
itaeliaensche,Italië,42.6384261,12.674297
italiaensch,Italië,42.6384261,12.674297
ltaliaensche,Italië,42.6384261,12.674297
iteliaensche,Italië,42.6384261,12.674297
jitaliaensche,Italië,42.6384261,12.674297
den hage,Den Haag,52.078085,4.309168
den haghe,Den Haag,52.078085,4.309168
den haege,Den Haag,52.078085,4.309168
den haage,Den Haag,52.078085,4.309168
den  hage,Den Haag,52.078085,4.309168
de hage,Den Haag,52.078085,4.309168
den haegen,Den Haag,52.078085,4.309168
den haeg,Den Haag,52.078085,4.309168
den haag,Den Haag,52.078085,4.309168
de haghe,Den Haag,52.078085,4.309168
de haege,Den Haag,52.078085,4.309168
den haeghe,Den Haag,52.078085,4.309168
den haegh,Den Haag,52.078085,4.309168
den haagh,Den Haag,52.078085,4.309168
de haeghe,Den Haag,52.078085,4.309168
de haegh,Den Haag,52.078085,4.309168
de haech,Den Haag,52.078085,4.309168
den haech,Den Haag,52.078085,4.309168
den hach,Den Haag,52.078085,4.309168
de waech,Den Haag,52.078085,4.309168
den haeg ,Den Haag,52.078085,4.309168
den  haeg,Den Haag,52.078085,4.309168
walen,Wallen,50.928327,8.474299
wallen,Wallen,50.928327,8.474299
waelen,Wallen,50.928327,8.474299
wale,Wallen,50.928327,8.474299
walle,Wallen,50.928327,8.474299
waelle,Wallen,50.928327,8.474299
waele,Wallen,50.928327,8.474299
waelse,Wallen,50.928327,8.474299
wael,Wallen,50.928327,8.474299
walse,Wallen,50.928327,8.474299
waels,Wallen,50.928327,8.474299
wals,Wallen,50.928327,8.474299
wels,Wallen,50.928327,8.474299
waes,Wallen,50.928327,8.474299
walem,Wallen,50.928327,8.474299
sente jacobs keercke,Sinte Martensdijck,51.548706,4.078338
sente jacobskeercke,Sinte Martensdijck,51.548706,4.078338
sent jacobs keercke,Sinte Martensdijck,51.548706,4.078338
sente jacops keercke,Sinte Martensdijck,51.548706,4.078338
ste jacobs keercke,Sinte Martensdijck,51.548706,4.078338
sinte jacobs kercke,Sinte Martensdijck,51.548706,4.078338
sente jacopskeercke,Sinte Martensdijck,51.548706,4.078338
ste jacobskeercke,Sinte Martensdijck,51.548706,4.078338
sint jacobs kercke,Sinte Martensdijck,51.548706,4.078338
sente jans keercke,Sinte Martensdijck,51.548706,4.078338
ste jacobskercke,Sinte Martensdijck,51.548706,4.078338
sente jacobs keerchof,Sinte Martensdijck,51.548706,4.078338
sinte jacops kercke,Sinte Martensdijck,51.548706,4.078338
saint jacobs kercke,Sinte Martensdijck,51.548706,4.078338
sente janskeercke,Sinte Martensdijck,51.548706,4.078338
sente jahskeercke,Sinte Martensdijck,51.548706,4.078338
st jacobskercke,Sinte Martensdijck,51.548706,4.078338
sentejans keercke,Sinte Martensdijck,51.548706,4.078338
ste janskeercke,Sinte Martensdijck,51.548706,4.078338
ste jans keercke,Sinte Martensdijck,51.548706,4.078338
sinte janskercke,Sinte Martensdijck,51.548706,4.078338
sinte jans kercke,Sinte Martensdijck,51.548706,4.078338
ste jans kercke,Sinte Martensdijck,51.548706,4.078338
sint janskercke,Sinte Martensdijck,51.548706,4.078338
st janskercke,Sinte Martensdijck,51.548706,4.078338
st jans kercke,Sinte Martensdijck,51.548706,4.078338
st janskerck,Sinte Martensdijck,51.548706,4.078338
sint jans kercke,Sinte Martensdijck,51.548706,4.078338
sint jans kerke,Sinte Martensdijck,51.548706,4.078338
sint jacops kercke,Sinte Martensdijck,51.548706,4.078338
sint jans kerkhof,Sinte Martensdijck,51.548706,4.078338
sint jans kerchof,Sinte Martensdijck,51.548706,4.078338
st jans kerkhof,Sinte Martensdijck,51.548706,4.078338
st jans kerckhof,Sinte Martensdijck,51.548706,4.078338
st janskerkhof,Sinte Martensdijck,51.548706,4.078338
st jans-kerkhof,Sinte Martensdijck,51.548706,4.078338
sente jans keerchof,Sinte Martensdijck,51.548706,4.078338
t jans kerkhof,Sinte Martensdijck,51.548706,4.078338
sint jacops  kercke,Sinte Martensdijck,51.548706,4.078338
sint jacopks kercke,Sinte Martensdijck,51.548706,4.078338
sint jacopskercke,Sinte Martensdijck,51.548706,4.078338
st jacops kercke,Sinte Martensdijck,51.548706,4.078338
sint jacobs kerck,Sinte Martensdijck,51.548706,4.078338
st jacopskercke,Sinte Martensdijck,51.548706,4.078338
sint jacobs kerken,Sinte Martensdijck,51.548706,4.078338
sint jacops kerckhoff,Sinte Martensdijck,51.548706,4.078338
st jacobs kerke,Sinte Martensdijck,51.548706,4.078338
sint jacobs kerckhof,Sinte Martensdijck,51.548706,4.078338
ste jacobs kerckhof,Sinte Martensdijck,51.548706,4.078338
st jacobs kerchof,Sinte Martensdijck,51.548706,4.078338
st jacobs kerchoof,Sinte Martensdijck,51.548706,4.078338
ste jacobs keerchof,Sinte Martensdijck,51.548706,4.078338
sint joris kerckhoff,Sinte Martensdijck,51.548706,4.078338
sint joris kerck,Sinte Martensdijck,51.548706,4.078338
sint joris kercke,Sinte Martensdijck,51.548706,4.078338
sint joriskercke,Sinte Martensdijck,51.548706,4.078338
st joris kercke,Sinte Martensdijck,51.548706,4.078338
st joriskerck,Sinte Martensdijck,51.548706,4.078338
st joris kerke,Sinte Martensdijck,51.548706,4.078338
s joris kercke,Sinte Martensdijck,51.548706,4.078338
ste jooris kercke,Sinte Martensdijck,51.548706,4.078338
s joriskercke,Sinte Martensdijck,51.548706,4.078338
st-joriskercke,Sinte Martensdijck,51.548706,4.078338
 jans kerke,Sinte Martensdijck,51.548706,4.078338
sinte amantskercke,Sinte Martensdijck,51.548706,4.078338
sente martins keercke,Sinte Martensdijck,51.548706,4.078338
synte martens kercke,Sinte Martensdijck,51.548706,4.078338
sinte martens kercke,Sinte Martensdijck,51.548706,4.078338
ste martens kercke,Sinte Martensdijck,51.548706,4.078338
sinte maertens kercke,Sinte Martensdijck,51.548706,4.078338
sinte martens karck,Sinte Martensdijck,51.548706,4.078338
sinte laurens kerck,Sinte Martensdijck,51.548706,4.078338
sint laurens kerck,Sinte Martensdijck,51.548706,4.078338
sit laurens kerck,Sinte Martensdijck,51.548706,4.078338
st laurens kerck,Sinte Martensdijck,51.548706,4.078338
st laurens kerk,Sinte Martensdijck,51.548706,4.078338
st lauwerens kerck,Sinte Martensdijck,51.548706,4.078338
st lourens kerck,Sinte Martensdijck,51.548706,4.078338
st lauwrens kerk,Sinte Martensdijck,51.548706,4.078338
st laurenskerk,Sinte Martensdijck,51.548706,4.078338
st lauren kerk,Sinte Martensdijck,51.548706,4.078338
s laurens kerk,Sinte Martensdijck,51.548706,4.078338
st lauwerens kerk,Sinte Martensdijck,51.548706,4.078338
t lauwerens kerck,Sinte Martensdijck,51.548706,4.078338
st louwerens kerk,Sinte Martensdijck,51.548706,4.078338
st lauwens kerk,Sinte Martensdijck,51.548706,4.078338
st louwens kerck,Sinte Martensdijck,51.548706,4.078338
st lauwerens kerck torn,Sinte Martensdijck,51.548706,4.078338
st lauwerens kerkhoff,Sinte Martensdijck,51.548706,4.078338
st lourens kerk,Sinte Martensdijck,51.548706,4.078338
"""s' laurens kerk""",Sinte Martensdijck,51.548706,4.078338
slaurens kerk,Sinte Martensdijck,51.548706,4.078338
laurens kerk,Sinte Martensdijck,51.548706,4.078338
lauwrenskerk,Sinte Martensdijck,51.548706,4.078338
st louweris kerck,Sinte Martensdijck,51.548706,4.078338
st louweris kerc,Sinte Martensdijck,51.548706,4.078338
st lauwrens kerck toorn,Sinte Martensdijck,51.548706,4.078338
st lauwrens kercktoorn,Sinte Martensdijck,51.548706,4.078338
st lauwens kerk toren,Sinte Martensdijck,51.548706,4.078338
st laurens kerk toren,Sinte Martensdijck,51.548706,4.078338
st laurens kercktoorn,Sinte Martensdijck,51.548706,4.078338
sint laurens kerck toren,Sinte Martensdijck,51.548706,4.078338
st laurens kerktoren,Sinte Martensdijck,51.548706,4.078338
st laurens kerktoorn,Sinte Martensdijck,51.548706,4.078338
st lourens kerck tooren,Sinte Martensdijck,51.548706,4.078338
st lourens kerktoorn,Sinte Martensdijck,51.548706,4.078338
sinte lourens kercktooren,Sinte Martensdijck,51.548706,4.078338
st laurens toren,Sinte Martensdijck,51.548706,4.078338
st laurens tooren,Sinte Martensdijck,51.548706,4.078338
st laurens thoren,Sinte Martensdijck,51.548706,4.078338
st laurenstoren,Sinte Martensdijck,51.548706,4.078338
st lauwerens toren,Sinte Martensdijck,51.548706,4.078338
st lourens toren,Sinte Martensdijck,51.548706,4.078338
st laurens toorn,Sinte Martensdijck,51.548706,4.078338
st laurens poort,Sinte Martensdijck,51.548706,4.078338
sinte laurens poort,Sinte Martensdijck,51.548706,4.078338
st laurens kerkhof,Sinte Martensdijck,51.548706,4.078338
st lauwerens kerck hooft,Sinte Martensdijck,51.548706,4.078338
vrieslant,Friesland,53.0923689,5.777043
vrieslandt,Friesland,53.0923689,5.777043
vrislant,Friesland,53.0923689,5.777043
vriesland,Friesland,53.0923689,5.777043
frieslant,Friesland,53.0923689,5.777043
vrieslt,Friesland,53.0923689,5.777043
vryeslandt,Friesland,53.0923689,5.777043
vriesland ,Friesland,53.0923689,5.777043
vries land,Friesland,53.0923689,5.777043
vryslant,Friesland,53.0923689,5.777043
vriestand,Friesland,53.0923689,5.777043
friesland,Friesland,53.0923689,5.777043
vriesl,Friesland,53.0923689,5.777043
vries,Friesland,53.0923689,5.777043
vriese,Friesland,53.0923689,5.777043
vriesse,Friesland,53.0923689,5.777043
vriesen,Friesland,53.0923689,5.777043
vriessche,Friesland,53.0923689,5.777043
vriesche,Friesland,53.0923689,5.777043
vrieschen,Friesland,53.0923689,5.777043
ipre,Ieper,50.853111,2.885367
ipere,Ieper,50.853111,2.885367
ijpre,Ieper,50.853111,2.885367
iperen,Ieper,50.853111,2.885367
ijpere,Ieper,50.853111,2.885367
iipere,Ieper,50.853111,2.885367
iper,Ieper,50.853111,2.885367
iperken,Ieper,50.853111,2.885367
ijperen,Ieper,50.853111,2.885367
ijeperen,Ieper,50.853111,2.885367
ijepere,Ieper,50.853111,2.885367
ijper,Ieper,50.853111,2.885367
valenchiene,Vlessen,52.964999,10.56054
valenchienne,Vlessen,52.964999,10.56054
valenciene,Vlessen,52.964999,10.56054
valenchijne,Vlessen,52.964999,10.56054
valenchin,Vlessen,52.964999,10.56054
valencijne,Vlessen,52.964999,10.56054
valencen,Vlessen,52.964999,10.56054
valencijn,Vlessen,52.964999,10.56054
valencije,Vlessen,52.964999,10.56054
valenchijn,Vlessen,52.964999,10.56054
valecijn,Vlessen,52.964999,10.56054
valenzijn,Vlessen,52.964999,10.56054
valence,Vlessen,52.964999,10.56054
valencyne,Vlessen,52.964999,10.56054
valencyn,Vlessen,52.964999,10.56054
vallencyn,Vlessen,52.964999,10.56054
valenchyn,Vlessen,52.964999,10.56054
valecyn,Vlessen,52.964999,10.56054
valechyn,Vlessen,52.964999,10.56054
valeceyn,Vlessen,52.964999,10.56054
valensen,Vlessen,52.964999,10.56054
ypere,Ypres,50.853111,2.885367
yperen,Ypres,50.853111,2.885367
ypre,Ypres,50.853111,2.885367
yper,Ypres,50.853111,2.885367
ypren,Ypres,50.853111,2.885367
ypers,Ypres,50.853111,2.885367
ypeer,Ypres,50.853111,2.885367
merckt,Meeren,51.071656,3.680747
meerckt,Meeren,51.071656,3.680747
maerckt,Meeren,51.071656,3.680747
merct,Meeren,51.071656,3.680747
merck,Meeren,51.071656,3.680747
meerct,Meeren,51.071656,3.680747
meert,Meeren,51.071656,3.680747
meeret,Meeren,51.071656,3.680747
mert,Meeren,51.071656,3.680747
meer,Meeren,51.071656,3.680747
meere,Meeren,51.071656,3.680747
meeren,Meeren,51.071656,3.680747
meerem,Meeren,51.071656,3.680747
meteren,Meeren,51.071656,3.680747
meersen,Meeren,51.071656,3.680747
meesen,Meeren,51.071656,3.680747
meessen,Meeren,51.071656,3.680747
meesene,Meeren,51.071656,3.680747
meese,Meeren,51.071656,3.680747
meessene,Meeren,51.071656,3.680747
meerhem,Meeren,51.071656,3.680747
maert,Meeren,51.071656,3.680747
maerdt,Meeren,51.071656,3.680747
maerct,Meeren,51.071656,3.680747
mart,Meeren,51.071656,3.680747
marct,Meeren,51.071656,3.680747
marckt,Meeren,51.071656,3.680747
marckte,Meeren,51.071656,3.680747
markt,Meeren,51.071656,3.680747
marck,Meeren,51.071656,3.680747
mark,Meeren,51.071656,3.680747
duytschelant,Duitsland,51.0834196,10.4234469
duytschelandt,Duitsland,51.0834196,10.4234469
duytschlant,Duitsland,51.0834196,10.4234469
duytscelant,Duitsland,51.0834196,10.4234469
duytschlandt,Duitsland,51.0834196,10.4234469
duutsche landt,Duitsland,51.0834196,10.4234469
duutschlandt,Duitsland,51.0834196,10.4234469
duutsch lant,Duitsland,51.0834196,10.4234469
duutschlant,Duitsland,51.0834196,10.4234469
duitschlant,Duitsland,51.0834196,10.4234469
duijtschlandt,Duitsland,51.0834196,10.4234469
duitschland,Duitsland,51.0834196,10.4234469
duijtschland,Duitsland,51.0834196,10.4234469
duijtslandt,Duitsland,51.0834196,10.4234469
duijtsland,Duitsland,51.0834196,10.4234469
duitsland,Duitsland,51.0834196,10.4234469
duijtslant,Duitsland,51.0834196,10.4234469
duytsland,Duitsland,51.0834196,10.4234469
duytslandt,Duitsland,51.0834196,10.4234469
duytslant,Duitsland,51.0834196,10.4234469
duutslandt,Duitsland,51.0834196,10.4234469
duijtslants,Duitsland,51.0834196,10.4234469
duijtlant,Duitsland,51.0834196,10.4234469
parijs,Parijs,48.8566969,2.3514616
pareijs,Parijs,48.8566969,2.3514616
paris,Parijs,48.8566969,2.3514616
parmis,Parijs,48.8566969,2.3514616
mase,Marsen,52.138258,5.042248
masen,Marsen,52.138258,5.042248
maese,Marsen,52.138258,5.042248
maase,Marsen,52.138258,5.042248
maesse,Marsen,52.138258,5.042248
maes,Marsen,52.138258,5.042248
maas,Marsen,52.138258,5.042248
dendremonde,Dendermonde,51.03112,4.098124
dendremonden,Dendermonde,51.03112,4.098124
denremonde,Dendermonde,51.03112,4.098124
dendremononde,Dendermonde,51.03112,4.098124
denremonden,Dendermonde,51.03112,4.098124
dendermonde,Dendermonde,51.03112,4.098124
deremonde,Dendermonde,51.03112,4.098124
denremond,Dendermonde,51.03112,4.098124
dendermonden,Dendermonde,51.03112,4.098124
derremonde,Dendermonde,51.03112,4.098124
dermonde,Dendermonde,51.03112,4.098124
dermonden,Dendermonde,51.03112,4.098124
coorenaert,Cortenoert,51.969247,4.628288
coorennaert,Cortenoert,51.969247,4.628288
coorenmaert,Cortenoert,51.969247,4.628288
coorenhaert,Cortenoert,51.969247,4.628288
coornaert,Cortenoert,51.969247,4.628288
coorenmaerct,Cortenoert,51.969247,4.628288
coorenaerten,Cortenoert,51.969247,4.628288
cooremaert,Cortenoert,51.969247,4.628288
coorenmarct,Cortenoert,51.969247,4.628288
cooremaerct,Cortenoert,51.969247,4.628288
cooremarct,Cortenoert,51.969247,4.628288
coren marct,Cortenoert,51.969247,4.628288
coore marct,Cortenoert,51.969247,4.628288
coormarct,Cortenoert,51.969247,4.628288
cooremerct,Cortenoert,51.969247,4.628288
cooremardt,Cortenoert,51.969247,4.628288
leijden,Leiden,52.158516716872825,4.503502039600478
lijden,Leiden,52.158516716872825,4.503502039600478
leijen,Leiden,52.158516716872825,4.503502039600478
leijde,Leiden,52.158516716872825,4.503502039600478
leiden,Leiden,52.158516716872825,4.503502039600478
leije,Leiden,52.158516716872825,4.503502039600478
laeije,Leiden,52.158516716872825,4.503502039600478
lije,Leiden,52.158516716872825,4.503502039600478
londen,Londen,51.5073219,-1.276474
rijssel,Rispel,53.518872,7.791425
rijssele,Rispel,53.518872,7.791425
rissel,Rispel,53.518872,7.791425
rijsel,Rispel,53.518872,7.791425
rijsselle,Rispel,53.518872,7.791425
rijsele,Rispel,53.518872,7.791425
rijselle,Rispel,53.518872,7.791425
audenaerde,Oudenaarde,50.854239,3.60258
audenaerden,Oudenaarde,50.854239,3.60258
adenaerde,Oudenaarde,50.854239,3.60258
oudenaerde,Oudenaarde,50.854239,3.60258
auwenaerde,Oudenaarde,50.854239,3.60258
audenarden,Oudenaarde,50.854239,3.60258
andenaerde,Oudenaarde,50.854239,3.60258
aedenaerde,Oudenaarde,50.854239,3.60258
oudenaerden,Oudenaarde,50.854239,3.60258
oudenarden,Oudenaarde,50.854239,3.60258
oudenaarden,Oudenaarde,50.854239,3.60258
oudenaarde,Oudenaarde,50.854239,3.60258
audenardinen,Oudenaarde,50.854239,3.60258
breda,Breda,51.580689723584676,4.780967091161809
breeda,Breda,51.580689723584676,4.780967091161809
hoorn,Hoorn,52.66454097146497,5.044569855747223
hoorne,Hoorn,52.66454097146497,5.044569855747223
hoorn ,Hoorn,52.66454097146497,5.044569855747223
hooren,Hoorn,52.66454097146497,5.044569855747223
horn,Hoorn,52.66454097146497,5.044569855747223
hoor,Hoorn,52.66454097146497,5.044569855747223
middelborch,Middelborch,51.4984,3.611522
midelborch,Middelborch,51.4984,3.611522
mildelborch,Middelborch,51.4984,3.611522
middelburch,Middelborch,51.4984,3.611522
middelborgh,Middelborch,51.4984,3.611522
myddelburch,Middelborch,51.4984,3.611522
middelburgh,Middelborch,51.4984,3.611522
middelburg,Middelborch,51.4984,3.611522
middel burg,Middelborch,51.4984,3.611522
middelborg,Middelborch,51.4984,3.611522
groote merckt,Groot Sundert,51.472672,4.664857
groote merckte,Groot Sundert,51.472672,4.664857
grootemerckt,Groot Sundert,51.472672,4.664857
groote merct,Groot Sundert,51.472672,4.664857
groote meerct,Groot Sundert,51.472672,4.664857
groote marckt,Groot Sundert,51.472672,4.664857
groote mert,Groot Sundert,51.472672,4.664857
groote meert,Groot Sundert,51.472672,4.664857
groote markt,Groot Sundert,51.472672,4.664857
groote marct,Groot Sundert,51.472672,4.664857
groote marck,Groot Sundert,51.472672,4.664857
groote kerck,Groot Sundert,51.472672,4.664857
groote meerte,Groot Sundert,51.472672,4.664857
groote kercke,Groot Sundert,51.472672,4.664857
groot meerem,Groot Sundert,51.472672,4.664857
grote kerck,Groot Sundert,51.472672,4.664857
groote kerk,Groot Sundert,51.472672,4.664857
grote kerk,Groot Sundert,51.472672,4.664857
groote mark,Groot Sundert,51.472672,4.664857
shertogenbosche,sHertoghen bosche,51.688763,5.303699
shertoghenbosche,sHertoghen bosche,51.688763,5.303699
shertogenbossche,sHertoghen bosche,51.688763,5.303699
sherto genbosche,sHertoghen bosche,51.688763,5.303699
"""s'hertogenbosche""",sHertoghen bosche,51.688763,5.303699
s hertogenbosche,sHertoghen bosche,51.688763,5.303699
shertogenbosch,sHertoghen bosche,51.688763,5.303699
shertoghenbossche,sHertoghen bosche,51.688763,5.303699
"""s'hertoghenbosche""",sHertoghen bosche,51.688763,5.303699
"""s'hertogenbossche""",sHertoghen bosche,51.688763,5.303699
s hertogenbossche,sHertoghen bosche,51.688763,5.303699
shertoghenbosch,sHertoghen bosche,51.688763,5.303699
shertogen bosch,sHertoghen bosche,51.688763,5.303699
schertogenbosch,sHertoghen bosche,51.688763,5.303699
s hertogenbosch,sHertoghen bosche,51.688763,5.303699
sertogenbosch,sHertoghen bosche,51.688763,5.303699
s’ hertogenbossche,sHertoghen bosche,51.688763,5.303699
shertoghen bossche,sHertoghen bosche,51.688763,5.303699
"""s'hertoghenbosch""",sHertoghen bosche,51.688763,5.303699
"""s'herthogenbosch""",sHertoghen bosche,51.688763,5.303699
"""s' hertogenbosch""",sHertoghen bosche,51.688763,5.303699
hertogenbosche,sHertoghen bosche,51.688763,5.303699
shertoghen boossche,sHertoghen bosche,51.688763,5.303699
